toll_plaza_id,Stretch,Tollable Length,Fee Effective Date,Due Date of Toll Revision,Concessions,Rest Areas,Truck Lay byes,Static Weigh Bridge,Announcement,Helpline No.,Emergency Services,Nearest Police Station,Highway Administrator (Project Director),Project Implementation Unit(PIU),Regional Office(RO),Representative of Consultant,Representative of Concessionaire,Nearest Hospital(s),Date of fee notification,Commercial Operation Date,Fee Rule,Capital Cost of Project (in Rs. Cr.),Cumulative Toll Revenue (in Rs. Cr.),Concessions Period,Design Capacity (PCU),Traffic (PCU/day),Target Traffic (PCU/day),Name of Concessionaire / OMT Contractor,Name / Contact Details of Incharge,Car/Jeep/Van_Single Journey,Car/Jeep/Van_Return Journey,Car/Jeep/Van_Monthly Pass,Car/Jeep/Van_Commercial Vehicle Registered within the district of plaza,LCV_Single Journey,LCV_Return Journey,LCV_Monthly Pass,LCV_Commercial Vehicle Registered within the district of plaza,Bus/Truck_Single Journey,Bus/Truck_Return Journey,Bus/Truck_Monthly Pass,Bus/Truck_Commercial Vehicle Registered within the district of plaza,Upto 3 Axle Vehicle_Single Journey,Upto 3 Axle Vehicle_Return Journey,Upto 3 Axle Vehicle_Monthly Pass,Upto 3 Axle Vehicle_Commercial Vehicle Registered within the district of plaza,4 to 6 Axle_Single Journey,4 to 6 Axle_Return Journey,4 to 6 Axle_Monthly Pass,4 to 6 Axle_Commercial Vehicle Registered within the district of plaza,HCM/EME_Single Journey,HCM/EME_Return Journey,HCM/EME_Monthly Pass,HCM/EME_Commercial Vehicle Registered within the district of plaza,7 or more Axle_Single Journey,7 or more Axle_Return Journey,7 or more Axle_Monthly Pass,7 or more Axle_Commercial Vehicle Registered within the district of plaza
6618,Bolangir  Khurda,45.75 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -8658505419, Route Patrol-1033",1033,Puitala / 9437661520,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,,AJAY KUMAR YADEV / 7340442003,DHH BOLANGIR,07-Dec-2020 (Sr No. - S.O. 4423 ( E )),01-Apr-2021,NA,NA,0.01 (For Entire Project Stretch) As on :10-Jul-2023,NA,NA,1070 As on : 10-Jul-2023,NA As on : 10-Jul-2023,Ms B.R.Goyal Infastructure Ltd.,AJAY KUMAR YADEV / 8130006970,40.00,60.00,1340.00,20.00,65.00,100.00,2170.00,35.00,135.00,205.00,4540.00,70.00,150.00,225.00,4955.00,75.00,215.00,320.00,7125.00,105.00,215.00,320.00,7125.00,105.00,260.00,390.00,8670.00,130.00
6619,Brahmani By Pass to Rajamunda,44.875 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8018361060, Ambulance -9178986271, Route Patrol-9178293424",1033,1. Lahunipara 2. Chandiposh / 9437635448    8144116312,Sh.Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,Mr. Azad Kumar,Mr. Niladri Bihari Pradhan / 7008524075,Lahunipara Govt.  9777455822,24-Nov-2022 (Sr No. - S.O. No.5309(E) ),27-Nov-2022,NA,604.91,15.58 (For Entire Project Stretch) As on :30-Apr-2023,4,10,5952 As on : 30-Apr-2023,NA As on : 30-Apr-2023,Ms Westwell Iron  & Steel Pvt LTD,Mr. DEBABRATA SAMAL / 8130006978,130.00,190.00,4275.00,65.00,205.00,310.00,6905.00,105.00,435.00,650.00,14465.00,215.00,475.00,710.00,15780.00,235,680.00,1020.00,22685.00,340.00,680.00,1020.00,22685.00,340.00,830.00,1245.00,27620.00,415.00
6696,JhrarsugudaKanaktora,65.144 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Ragali / 8328918008,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,,Gourav / 9861434101,Balpahad 108,28-Mar-2022 (Sr No. - S.O 1423(E)),22-Aug-2022,NA,319.80,0.62 (For Entire Project Stretch) As on :07-Sep-2023,NA,NA,6209 As on : 07-Sep-2023,NA As on : 07-Sep-2023,Rishiraj Singh,Amit Kumar / 6375269670,60.00,90.00,2025.00,30.00,100.00,145.00,3270.00,50.00,205.00,310.00,6855.00,105.00,225.00,335.00,7480.00,110.00,325.00,485.00,10750.00,160.00,325.00,485.00,10750.00,160.00,395.00,590.00,13090.00,195.00
169,Sunakhala - Bhubaneshwar (Km 362.000 to Km 286.010),Km 76.665 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,0,Not Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8249586836, Ambulance -8249586836, Route Patrol-8249586836",108,Jhania / 9438005168,Sh. Darsi Prakash / 8130006088,PIU Berhampur,RO Bhubaneswar,Representative,Uttam Sharama / 9752384717,"1)Khordha -06755880187, 2)Loyala Hospital Kalinga Vihar, Kalinga Nagar Subudhipur, Odisha 752054, 3)Amrit Health And Research Centre Plot no. L/529, Phase-2, Dumduma Housing board Colony, Bhubaneswar Ph.:094372 87935",12-Dec-2014 (Sr No. - 3167(E)),02-Feb-2009,2008 as amended with transition,385.83,223.33   (Without Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,05.10.16 - 05.10.17,40000,27783 As on : 09-Apr-2017,NA As on : 31-Dec-2016,Ms Mandeepa Enterprises,Uttam Sharama / 8130006892,115.00,170.00,3805.00,55.00,185.00,275.00,6145.00,90.00,385.00,580.00,12875.00,195.00,420.00,630.00,14045.00,210.00,605.00,910.00,20185.00,305.00,605.00,910.00,20185.00,305.00,735.00,1105.00,24575.00,370.00
166,Sunakhala - Puintola (Km 362.000 to Km 419.600),Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,0,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane- , Ambulance - , Route Patrol-",108,Bejjiput / 9861377918,Sh.Suraj Kumar Singh / 8130006084,PIU Bhubaneswar,RO Bhubaneswar,Representative,Umesh Chandra Mohanty / 9937374228,"1)Dr. Jogendra Senapati Clinic Balugaon, Odisha 752030, 2)Kalyan Mandap Chhak nandighos hospital Ph.:077353 38880 , 3)Nandighos Hospital Balugaon, Odisha Ph.:089080 40575",26-Feb-2013 (Sr No. - 469(E)),21-Mar-2013,2008 as amended,231.28,122.15   (Without Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,11.03.16 - 10.03.17,40000,25917 As on : 19-Apr-2017,NA As on : 31-Dec-2016,Sh. Bholanath Rajpati Shukla,Umesh Chandra Mohanty / 8130006893,100.00,150.00,3385.00,50.00,165.00,245.00,5470.00,80.00,345.00,515.00,11465.00,170.00,375.00,565.00,12505.00,190.00,540.00,810.00,17980.00,270.00,540.00,810.00,17980.00,270.00,655.00,985.00,21885.00,330.00
4496,Panikoili-Rimuli Section of NH 20,60 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,2,at Km 19350 of NH215 (RHS),2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8114382999, Ambulance -6370539012, Route Patrol-8114382999",8130006896,PS Ramchandrapur PS Ghasipura / 06731220286,Sh. Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,"Mr. L. D, Nayak",Ankit Anurag / 9621103501,CHC BARAPADA  9439987983 CHC GHASIPURA 9439987983,25-Oct-2013 (Sr No. - S.O. 3248(E) and S.O. 2358 (E)),17-Aug-2017,2008 amended,2020.00,0.37 (For Entire Project Stretch) As on :31-Aug-2017,24,60000,5420 As on : 31-Aug-2017,32834 As on : 04-Jan-2021,Ms Skylark Infra Engineering Pvt Ltd,Naresh Sharma / 8130006896,95.00,140.00,3130.00,45.00,150.00,230.00,5055.00,75.00,320.00,475.00,10595.00,160.00,345.00,520.00,11555.00,175,500.00,750.00,16615.00,250.00,500.00,750.00,16615.00,250.00,605.00,910.00,20225.00,305.00
5858,Singhara to Binjhabahal,Km 43.583 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Yes,Yes,Yes,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7008534059, Ambulance -1033, Route Patrol-7749831647",1033,Kanjipani PS / 9078324655,Sh. Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,Amit Kumar Mohapatra,Qualix / 8579850046,Jagamohanpur,11-Dec-2021 (Sr No. - S.O 5126 E),29-Jan-2022,Fee rules 2008,1420.00,NA (For Entire Project Stretch) As on :29-Jan-2022,15,NA,NA As on : 29-Jan-2022,NA As on : 29-Jan-2022,Riddhi Siddhi Associates,Ramuranjan Mallick / 8130006976,65.00,95.00,2130.00,30.00,105.00,155.00,3440.00,50.00,215.00,325.00,7210.00,110.00,235.00,355.00,7865.00,120,340.00,510.00,11310.00,170.00,340.00,510.00,11310.00,170.00,415.00,620.00,13765.00,205.00
6697,KoidaRajamunda,48.853 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,1 Nos.,1 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,K.Balang / 9438916856,Sh. Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,Mr. Binay Kumar Singh,Sudhansu Shekhar Samal / 9778127768,K.Balang CHC,06-Apr-2023 (Sr No. - 654(E)),09-Apr-2023,NA,1336.86,16990.00 (For Entire Project Stretch) As on :18-Apr-2023,NA,10,5766 As on : 18-Apr-2023,6500 As on : 18-Apr-2024,Ms Traffic Media India Pvt.Ltd,Vinod Sharma / 8130006981,80.00,120.00,2720.00,40.00,130.00,200.00,4395.00,65.00,275.00,415.00,9210.00,140.00,300.00,450.00,10050.00,150.00,435.00,650.00,14445.00,215.00,435.00,650.00,14445.00,215.00,530.00,790.00,17585.00,265.00
6597,Baharagora  Singhara Section of NH49,58.59 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,01 Nos,8 Nos.,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7008811829 8249643187, Ambulance -7978944772, Route Patrol-7749054295 7008964053",108,Jharpokharia Police Station / 9438916745,Shri Jai Prakash Verma / 8130006085  9682172071,PIU Chandikhole,RO Bhubaneswar,R.k. Sudhansu,Arun Singh / 7978260474,Sirsa CHC 9439997539,27-Dec-2021 (Sr No. - CG DL E 27122021  232165),05-Apr-2023,Fee rules 2008,2035.01,66.87 (For Entire Project Stretch) As on :20-Sep-2024,1,9500,196791 As on : 20-Sep-2024,8495 As on : 20-Sep-2024,Ms Mandeepa Enterprises,Mandeepa Enterprises / 8130006980,90.00,135.00,2990.00,45.00,145.00,215.00,4835.00,70.00,305.00,455.00,10125.00,150.00,330.00,495.00,11045.00,165.00,475.00,715.00,15880.00,240.00,475.00,715.00,15880.00,240.00,580.00,870.00,19330.00,290.00
6753,Naktideuli to Boudh,58.100 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033 108,Rairakhol / 9438916569,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,,/,6645253119,03-Sep-2023 (Sr No. - S.O.4339(E)),05-Feb-2024,NA,NA,NA (For Entire Project Stretch) As on :05-Feb-2024,NA,NA,NA As on : 05-Feb-2024,NA As on : 05-Feb-2024,Maa Narmada Traders,Rock Azad / 9078887779,50.00,75.00,1705.00,25.00,85.00,125.00,2755.00,40.00,175.00,260.00,5770.00,85.00,190.00,285.00,6290.00,95.00,270.00,405.00,9045.00,135.00,270.00,405.00,9045.00,135.00,330.00,495.00,11010.00,165.00
5877,Rimuli to Koida Section,Kandra Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,1 Nos.,3 Nos.,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9556016825, Ambulance -7326004033, Route Patrol-8018269082",1033,Bileipada / 9348483482,Sh. Mahesh Gami / 6766253295   8130006086,PIU Keonjhar,RO Bhubaneswar,Sh.Ghosh,Sh.Satya Ranjan Rout / 9284407449,Basudevpur CHC (91)9437177647,18-Feb-2022 (Sr No. - S.O. 721 E),05-Apr-2022,Fee rules 2008,540.00,NA (For Entire Project Stretch) As on :05-Apr-2022,NA,24947,NA As on : 05-Apr-2022,NA As on : 05-Apr-2022,Ms Skylark Infra Engineering Pvt Ltd,MR. BHABANI SHANKAR BEHERA / 8130006977,65.00,100.00,2200.00,35.00,105.00,160.00,3550.00,55.00,225.00,335.00,7440.00,110.00,245.00,365.00,8115.00,120.00,350.00,525.00,11670.00,175.00,350.00,525.00,11670.00,175.00,425.00,640.00,14205.00,215.00
5704,Pallahara to Pitiri section of NH149 (Km.0.000 to Km.68.280),68.199 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,Two nos. (at Km.0.00 and Km.35.660),NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Khamar Police Station / 6765278207,Sh. D.K. Choudhary / 8130006087,PIU Dhenkanal,RO Bhubaneswar,NA,0 / 0,Kalyani Hospital 8455802179,11-Oct-2020 (Sr No. - S.O.3508(E)),18-Oct-2020,NH Fee rules 2008,228.56,70665000.00 (For Entire Project Stretch) As on :26-Feb-2021,NA,42,3120 As on : 06-Mar-2021,NA As on : 06-Mar-2021,Feedback Highways OMT PVt. Ltd.,Dalel Singh / 8130006899,60.00,90.00,2025.00,30.00,100.00,145.00,3270.00,50.00,205.00,310.00,6850.00,105.00,225.00,335.00,7475.00,110.00,320.00,485.00,10745.00,160.00,320.00,485.00,10745.00,160.00,390.00,590.00,13080.00,195.00
4497,Panikholi to Rimuli,36.550 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9090889825, 7750896393 , Ambulance -7854971598 ,6370210228, Route Patrol-9090889825,9692724446 ,9777725895",108,PS DHENKIKOTE / 9437389710,Sh. Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,9337396316,Amit Seth / 8003443444,CHC DHENKIKOTE  7873346516CHC GHATGOAN  9439986433,25-Oct-2013 (Sr No. - S.O. 3248(E) and S.O. 2358 (E)),17-Aug-2017,2008 amended,2020.00,0.19 (For Entire Project Stretch) As on :31-Aug-2017,24,60000,5420 As on : 31-Aug-2017,32834 As on : 04-Jan-2021,Coral Associates,Ramu Ranjan / 9078287903,80.00,120.00,2710.00,40.00,130.00,195.00,4375.00,65.00,275.00,410.00,9165.00,135.00,300.00,450.00,10000.00,150,430.00,645.00,14375.00,215.00,430.00,645.00,14375.00,215.00,525.00,785.00,17500.00,260.00
5857,Singhara to Binjhabahal,Km 51.053 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Yes,Yes,Yes,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7470319192, Ambulance -9692133129, Route Patrol-9937022470",1033,TURMUNGA PS / 9438069768,Sh. Mahesh Gami / 8130006086,PIU Keonjhar,RO Bhubaneswar,Amit Kumar Mohapatra,Mr. Rajeswara Rao Sajja / 8114380920,TURMUNGA Hospital,11-Dec-2021 (Sr No. - S.O 5126 E),29-Jan-2022,Fee rules 2008,1420.00,NA (For Entire Project Stretch) As on :29-Jan-2022,15,NA,NA As on : 29-Jan-2022,1200 As on : 12-Feb-2022,Ms Welcome Infratoll Limited,Priyabrat Kar / 8130006975,105.00,155.00,3480.00,50.00,170.00,255.00,5620.00,85.00,355.00,530.00,11770.00,175.00,385.00,580.00,12840.00,195,555.00,830.00,18460.00,275.00,555.00,830.00,18460.00,275.00,675.00,1010.00,22470.00,335.00
6765,Amath to Bhawanipatna,45.600  Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033  9773361712   9251683033, Route Patrol-1033",108,Kesinga IIC / 9439004604,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,,Ali Raza    wwisplkolgmail.com / 7634097936,Kesinga,06-Apr-2023 (Sr No. - S.O.1650(E)),30-Jan-2024,Fee rules 2008,114.18,2.37 (For Entire Project Stretch) As on :30-Sep-2024,14.09.2024 to 14.12.2024,NA,NA As on : 30-Jan-2024,NA As on : 30-Jan-2024,Ms Ashmi Road Carriers Pvt Ltd,Rock Azad / 9078887779,40.00,60.00,1340.00,20.00,65.00,95.00,2160.00,30.00,135.00,205.00,4525.00,70.00,150.00,220.00,4940.00,75.00,215.00,320.00,7100.00,105.00,215.00,320.00,7100.00,105.00,260.00,390.00,8645.00,130.00
445,Bhubaneswar - Puri,54.150 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.340/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,Not Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7609036568, Ambulance -9937288288 9938072013 9937022974, Route Patrol-8018400498  7205168501",108,Pipili / 9438566500,Sh.Suraj Kumar Singh / 8130006084,PIU Bhubaneswar,RO Bhubaneswar,,Ms Ajwani Infrastructure Pvt. Ltd. / 9560729619,Pipili Hospital,26-Feb-2013 (Sr No. - 466(E)),18-Oct-2015,2008,524.90,23.66 (For Entire Project Stretch) As on :31-Dec-2016,07.03.2011-06.03.2040,40000,24786 As on : 19-Jan-2016,14824 As on : 01-Oct-2020,Devenddra Kumar,Ajinkya Jayanta / 9853834335,140.00,205.00,4600.00,NA,215.00,325.00,7180.00,NA,440.00,660.00,14650.00,NA,675.00,1010.00,22450.00,NA,675.00,1010.00,22450.00,NA,675.00,1010.00,22450.00,NA,860.00,1290.00,28620.00,NA
5780,Jharpokhria Baripada Baleshwar,na Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9113034128, Ambulance -7008388782, Route Patrol-9337920485",1033,BAISINGHA / 0,Sh. Jai Prakash Verma / 9682172071,PIU Balasore,RO Bhubaneswar,Anand Kumar Sinha,Mohan Mishra / 8895193391,0,25-Sep-2020 (Sr No. - S.O.2907),11-Apr-2021,Fee rules 2008,1162.06,59288215.00 (For Entire Project Stretch) As on :02-Sep-2021,27.03.2022-27.03.2023,4,429087 As on : 02-Sep-2021,4000 As on : 09-Sep-2021,Ms Skylark Infra Engineering Pvt Ltd,RAJ KAMAL / 8130006971,70.00,105.00,2385.00,35.00,115.00,175.00,3855.00,60.00,240.00,365.00,8075.00,120.00,265.00,395.00,8810.00,130.00,380.00,570.00,12665.00,190.00,380.00,570.00,12665.00,190.00,460.00,695.00,15415.00,230.00
171,Chandikhole - Bhadrak [Km 62.000 to Km 136.500 (New Chainage Km 218.000 to Km 143.500)],Km 74.500 Km(s),01-Apr-2023,31-Mar-2024,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.330/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,0,,"Crane-7504491901, Ambulance -7894449903, Route Patrol-7894449902",108,Panikoili / 9439308886,Sh.Suraj Kumar Singh / 8130006084,PIU Bhubaneswar,RO Bhubaneswar,,P.K. Khera / 7718850450,"1)Laxminagar Hospital Pahanga-Tarapur Tarapur Rd Tarapur Hata Laxminagar, Odisha 2)Laxminagar Hospital Pahanga-Tarapur Tarapur Rd Tarapur Hata Laxminagar, Odisha 755015, 3)Anandi Maternity& childrens Hospital Laxminagar, Odisha Ph.:0230 258 6099",14-Dec-2012 (Sr No. - 2905(E)),16-Jul-2008,2008 as amended with transition,372.00,296.49   (Without Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,11.07.16 - 11.07.17,40000,29585 As on : 12-Jun-2016,NA As on : 31-Dec-2017,M/s Sahakar Global Ltd,Ravi Singh / 7895870302,115.00,170.00,3785.00,55.00,185.00,275.00,6115.00,90.00,385.00,575.00,12815.00,190.00,420.00,630.00,13980.00,210.00,605.00,905.00,20095.00,300.00,605.00,905.00,20095.00,300.00,735.00,1100.00,24465.00,365.00
6617,Teleibani    Sambalpur,45.747 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,2,Availble,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7328038496, Ambulance -6370522215  7855959567, Route Patrol-7735615638  7328038496",108,Sindurpank police Station / 08572084041  9438916571,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,,Mr. Sachin Pandey / 09199718811,Dhankauda Government Hospital contact no. 07947130976,14-Nov-2022 (Sr No. - 5307(E)),09-Jan-2023,NA,712.82,842285.00 (For Entire Project Stretch) As on :10-Jul-2023,NA,NA,3504 As on : 10-Jul-2023,NA As on : 10-Jul-2023,Vanshika Construction,Mr. Sachin Pandey / 8130006979,75.00,115.00,2550.00,40.00,125.00,185.00,4125.00,60.00,260.00,390.00,9640.00,130.00,285.00,425.00,9425.00,140.00,405.00,610.00,13545.00,205.00,405.00,610.00,13545.00,205.00,495.00,740.00,16490.00,245.00
6616,ADENIGADA TO MAICHHELI,83.28 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -7499066984, Route Patrol-1033",1033,DASPALLA POLICE STATION / 112,Sh. Prem Narayan Sahu / 8130006083,PIU Sambalpur,RO Bhubaneswar,Mr. Abimanyu Singh,/,DASPALLA GOVT. HOSPITAL  112    108,16-Oct-2020 (Sr No. - S.O 3637(E)),11-Nov-2021,NA,NA,217550.00 (For Entire Project Stretch) As on :10-Jul-2023,NA,NA,2250 As on : 10-Jul-2023,NA As on : 10-Jul-2023,Lalji Pathak,Mr. Abimanyu Singh / 8130006974,75.00,110.00,2445.00,35.00,120.00,180.00,3945.00,60.00,250.00,370.00,8270.00,125.00,270.00,405.00,9020.00,135.00,390.00,585.00,12965.00,195.00,390.00,585.00,12965.00,195.00,475.00,710.00,15785.00,235.00
170,Bhadrak - Balasore (Km 136.500 to Km199.141 (New Chainage Km 143.635 to Km 80.994)),62.641 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.340/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7008268967, Ambulance -8144452119, Route Patrol-9078375498",7978098200,Khantapada / 100,Sh.Jay prakash Varma / 8130006085,PIU Chandikhole,RO Bhubaneswar,na,Vrs Intelligent Innovative  System Pvt Ltd . / 9090604794,"1)Balasore Dist. Hospital-06782262010, 2)Jyothi Hospital Korkora, Odisha 756056, 3)AUM HOSPITAL Near tamulia railway over bridge Asha Nagar Odisha Ph.:078940 14822",30-Aug-2011 (Sr No. - 2026(E)),16-Jan-2012,2008 as amended,444.83,74.21   (Without Discounting)   (For Entire Project Stretch) As on :10-Sep-2024,19.04.16 - 19.04.17,40000,33232 As on : 22-Apr-2017,40000 As on : 31-Dec-2017,Ms Coral Associates,Anuj Pratap  Singh / 8130006890,60.00,90.00,1990.00,30.00,95.00,145.00,3215.00,50.00,200.00,305.00,6735.00,100.00,220.00,330.00,7345.00,110.00,315.00,475.00,10560.00,160.00,315.00,475.00,10560.00,160.00,385.00,580.00,12855.00,195.00
168,Chandikhol - Paradip (Km 0.000 to Km 76.588),Km 76.588 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.330-/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,Installed by contractor,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9696634463, Ambulance -6267055917   7354539055   9285532761    7327941033, Route Patrol-9090500495    97778 30954",108,Dharamshala / 9437113443,Sh. Jai Prakash Verma / 8130006085,PIU Chandikhole,RO Bhubaneswar,Representative,Ms Sashikant Jena / 6370365128,"1)Badachena Govt. Hospital 2)Bhaujang PHC Kesharaipur, Odisha 754205, 3)erakana hospital Sindhupur, Odisha , 4)bira nila kantha pur .nahanga. kendrapara Jaganathpur, Odisha 754211",24-May-2013 (Sr No. - 1354(E)),04-Jul-2009,2008 as amended with transition,586.92,81.85   (Without Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,09.08.16 - 09.08.17,40000,15974 As on : 21-Jun-2016,NA As on : 31-Dec-2016,Ms Ranchor Infra Developers Pvt Ltd,Pravakar Panda / 8130006982,115.00,170.00,3800.00,55.00,185.00,275.00,6135.00,90.00,385.00,580.00,12855.00,195.00,420.00,630.00,14025.00,210.00,605.00,905.00,20160.00,300.00,605.00,905.00,20160.00,300.00,735.00,1105.00,24540.00,370.00
5781,Jharpokhria Baripada Baleshwar,na Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9556258927, Ambulance -6370566634, Route Patrol-7894186160",1033,KuliaNA / 06791 224532,Sh. Jai Prakash Verma / 9682172071,PIU Balasore,RO Bhubaneswar,Anand Kumar Sinha,Mohan Mishra / 8895193391,0,25-Sep-2020 (Sr No. - S.O.2907),08-Apr-2021,Fee rules 2008,1162.06,22807315.00 (For Entire Project Stretch) As on :02-Sep-2021,NA,4,209359 As on : 02-Sep-2021,3800 As on : 09-Sep-2021,Ms Westwell Iron & Steel Pvt Ltd,Md. Ysuf Ali / 8130006972,60.00,95.00,2085.00,30.00,100.00,150.00,3365.00,50.00,210.00,315.00,7050.00,105.00,230.00,345.00,7690.00,115.00,330.00,495.00,11055.00,165.00,330.00,495.00,11055.00,165.00,405.00,605.00,13455.00,200.00
