sr_no,state,nh_no,toll_plaza_name,toll_plaza_location,section_stretch,tollplazaid,latitude,longitude,place_id,address_partial_match,toll_plaza_id,stretch,tollable_length,fee_effective_date,due_date_of_toll_revision,concessions,rest_areas,truck_lay_byes,static_weigh_bridge,announcement,helpline_no,emergency_services,nearest_police_station,highway_administrator_project_director,project_implementation_unit_piu,regional_office_ro,representative_of_consultant,representative_of_concessionaire,nearest_hospital_s,date_of_fee_notification,commercial_operation_date,fee_rule,capital_cost_of_project_in_rs_cr,cumulative_toll_revenue_in_rs_cr,concessions_period,design_capacity_pcu,traffic_pcu_day,target_traffic_pcu_day,name_of_concessionaire_omt_contractor,name_contact_details_of_incharge,car_jeep_van_single_journey,car_jeep_van_return_journey,car_jeep_van_monthly_pass,car_jeep_van_commercial_vehicle_reg_in_district,lcv_single_journey,lcv_return_journey,lcv_monthly_pass,lcv_commercial_vehicle_reg_in_district,bus_truck_single_journey,bus_truck_return_journey,bus_truck_monthly_pass,bus_truck_commercial_vehicle_reg_in_district,upto_3_axle_vehicle_single_journey,upto_3_axle_vehicle_return_journey,upto_3_axle_vehicle_monthly_pass,upto_3_axle_vehicle_commercial_vehicle_reg_in_district,_4_to_6_axle_single_journey,_4_to_6_axle_return_journey,_4_to_6_axle_monthly_pass,_4_to_6_axle_commercial_vehicle_reg_in_district,hcm_eme_single_journey,hcm_eme_return_journey,hcm_eme_monthly_pass,hcm_eme_commercial_vehicle_reg_in_district,_7_or_more_axle_single_journey,_7_or_more_axle_return_journey,_7_or_more_axle_monthly_pass,_7_or_more_axle_commercial_vehicle_reg_in_district
435,Madhya Pradesh,7,Koshta (MoRTH),Km 650,Rewa by Pass,352,22.9734229,78.6568942,ChIJBepa04FzZjkRHhxwTg1rEOA,True,352,Rewa by Pass,19.44 Km(s),03-Apr-2022,02-Apr-2023,NA,7 At Km. of NH,7 At Km. of NH,7 At Km. of NH,NA,"Crane-07662296406, Ambulance -07662296406, Route Patrol-07662296406",108,00 / 00,E.E. PWD NH Division Rewa / 9425824153,MORTH Rewa,MORTH Bhopal,Consjlting Engineer Group E-12 Moji colony Malviya,Ajay Pratap Singh / 9425912721,1)Chahak Hospital Hari Bhushan Nagar Rewa Madhya Pradesh 486001(2)Chirayu Hospital and Research Center Tansen complex sirmour chouraha Rewa Madhya Pradesh  Ph.098263 35399,27-Apr-2007 (Sr No. - 4961),27-Apr-2007,NA,48.00,95.12 (For Entire Project Stretch) As on :31-May-2014,NA,NA,10762 As on : 31-May-2014,NA As on : 01-Apr-2014,Ajay Pratap Singh,Ajay Pratap Singh / 9425912721,40.00,40.00,NA,NA,21.00,21.00,NA,NA,113.00,113.00,NA,NA,113.00,113.00,NA,NA,113.00,113.00,NA,NA,113.00,113.00,NA,NA,194.00,194.00,NA,NA
436,Madhya Pradesh,NH 46 (Old NH 69),Kundi Fee Plaza,Kundi Ch. 100.280,Itarsi to Betul Section,6839,22.9734229,78.6568942,ChIJBepa04FzZjkRHhxwTg1rEOA,True,6839,Itarsi to Betul Section,53.045 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,04 Nos,02 Nos,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Shahpur / 9479990339,Manish Kumar Meena / 8130006196,PIU Harda,RO Bhopal,Shree Chandra Prakash Bhardwaj,B P Singh / 7827362036,Padhar Hospital,22-Jun-2023 (Sr No. - 2754),20-Dec-2024,Fee rules 2008,786.43,NA (For Entire Project Stretch) As on :20-Dec-2024,NA,NA,30319 As on : 20-Dec-2024,NA As on : 20-Dec-2024,MS Longjian Jitendra Singh (J.V),B P Singh / 7827362036,90.00,135.00,3000.00,45.00,145.00,220.00,4845.00,75.00,305.00,455.00,10150.00,150.00,330.00,500.00,11075.00,165,480.00,715.00,15920.00,240.00,480.00,715.00,15920.00,240.00,580.00,870.00,19380.00,290.00
437,Madhya Pradesh,39,Luharali,Km 34.88,Jhansi Khajuraho Section of NH 39 from km 0.00 to 76.603,5880,22.9734229,78.6568942,ChIJBepa04FzZjkRHhxwTg1rEOA,True,5880,Jhansi Khajuraho Section of NH 39 from km 0.00 to 76.603,75.053 Km Km(s),01-Apr-2025,31-Mar-2026,NA,1 Nos.,1 Nos.,2 Nos.,NA,"Crane-99546948021   1033, Ambulance -9993698642 1033, Route Patrol-9956076821   1033",8318550261 108  1033,Sakarar Police Station / 9454403656,Sh. Devendra Chapekar / 8130006189,PIU Chhatarpur,RO Bhopal,NA,Mr. Mahender Godara / 6350064576,Samudayik Swasthya Kendra BangraUP,29-Dec-2021 (Sr No. - No. 5023),09-Feb-2022,Fee rules 2008,1736.65,37111795.00 (For Entire Project Stretch) As on :08-Apr-2022,1,7200,406987 As on : 08-Apr-2022,NA As on : 09-Apr-2022,Ms Mahender Godara,Mr. Shubash Choudary / 8130006686,160.00,240.00,5290.00,80.00,255.00,385.00,8540.00,130.00,535.00,805.00,17895.00,270.00,585.00,880.00,19525.00,295,840.00,1265.00,28065.00,420.00,840.00,1265.00,28065.00,420.00,1025.00,1540.00,34165.00,515.00
438,Madhya Pradesh,7,Madai,Km 549.200,Lakh0don Mahagaon (Annuity Project),5719,22.5500372,79.6006883,ChIJqxKETNkQgDkRLHJLIW17_FI,False,5719,Lakh0don Mahagaon (Annuity Project),Km 37 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-8839116986, Ambulance -8839116986, Route Patrol-8839116986",8770068613,0 / 0,Sh. Sanjeev Sharma / 8130006188,PIU Chhindwara,RO Bhopal,NA,Sh. Madan Shrivastava / 7000345718,0,10-Jul-2011 (Sr No. - 0),20-Dec-2019,2008 as amended,NA,NA (For Entire Project Stretch) As on :20-Dec-2019,15.01.2022-15.04.2022,NA,NA As on : 20-Dec-2019,NA As on : 20-Dec-2019,M/s Sri Sai Enterprises,Sh. Saturghan / 8130006645,115.00,170.00,3750.00,55.00,180.00,275.00,6060.00,90.00,380.00,570.00,12695.00,190.00,415.00,625.00,13850.00,210,595.00,895.00,19905.00,300.00,595.00,895.00,19905.00,300.00,725.00,1090.00,24235.00,365.00
439,Madhya Pradesh,NH 78 (New NH 43),Majhgawan,16.58,Katni to Umariya,4594,23.8169158,80.5109537,ChIJH8TPMQBfgTkRPP8eC5ajSLw,False,4594,Katni to Umariya,70.715 Km(s),01-Apr-2025,31-Mar-2026,NA,Due to 2 lane with paved sholder Configeration there is no any permission for Rest Area.,2,Proposal for Establishment of 2 Nos Static Weigh Bridge Submitted to the ROBhopal for bidding.,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Badwara Police Station DitrictKatni / 7626276225,Sh. Anand Prasad / 8130006191,PIU Katni,RO Bhopal,Mr. Surendra Prasad,Lokendra singh / 9024312147,Government Hospital Katni 07622230038,30-Jun-2019 (Sr No. - S.O. 2224(E) dated 28.06.2019),18-Jul-2019,NA,382.76,216151.00 (For Entire Project Stretch) As on :18-Jul-2019,NA,15000,9962 As on : 13-Apr-2018,9962 As on : 13-Apr-2018,M/s Rishiraj singh,Lokendra singh / 8130006658,70.00,105.00,2380.00,35.00,115.00,175.00,3840.00,60.00,240.00,360.00,8050.00,120.00,265.00,395.00,8780.00,130.00,380.00,570.00,12620.00,190.00,380.00,570.00,12620.00,190.00,460.00,690.00,15365.00,230.00
440,Madhya Pradesh,26,Malthone,Km 142.319,Lalitpur - Lakhnadon,88,24.3221187,78.52624170000001,ChIJe5xIK_8EeTkRqq9VCSWxdfY,False,88,Lalitpur - Lakhnadon,70.974 Km(s),01-Apr-2025,31-Mar-2026,NA,0,At 100.900 Km. and 137.200 Km of NH 26,Installed,NA,"Crane-0.00000011059, Ambulance -0.0000000000000000137474, Route Patrol-0.00000011059",9,Village Malthone / 7581271237,Sh. Sunil Sharma / 9425032384,PIU Narsinghpur,RO Bhopal,Om Prakash Choudhary,Mr Amar Singh / 7049918630,"1)Malthone-9753003034, 2)Government Hospital NH 26 Malthone, Madhya Pradesh 470441",05-Sep-2013 (Sr No. - 2682(E)),17-Apr-2013,2008 as amended,1751.11,120.16 (For Entire Project Stretch) As on :31-Dec-2016,06.10.2013 - 05.10.2022,NA,7800 As on : 26-Feb-2017,5784 As on : 31-Dec-2017,M/s DPJ-DRA Tollways Pvt Ltd,jagdesh singh parihar / 8130006701,130.00,195.00,4150.00,60.00,210.00,310.00,6700.00,100.00,435.00,655.00,14040.00,210.00,475.00,715.00,15315.00,230,685.00,1025.00,22015.00,330.00,835.00,1025.00,22015.00,330.00,835.00,1250.00,26800.00,400.00
441,Madhya Pradesh,347B,Mandwara,at 30.150 Km,Km 0.000 to Km 34.560,5784,22.0508621,75.1192214,ChIJiQO9JPMFYjkRrPT7ddh5TSQ,False,5784,Km 0.000 to Km 34.560,34.56 Km Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,2,NA,"Crane-6264564066, Ambulance -9898492111, Route Patrol-9926694274",1033,ANJAD POLICE STATION / 7284251023,Sh. Sumesh Banzal / 8130006193,PIU Indore,RO Bhopal,NA,ANAnd Kumar Tiwari / 8957564001,Samudaik Swasth Kendra Andjad,26-Jun-2021 (Sr No. - S.O. 2582( E )),23-Aug-2021,Fee rules 2008,NA,NA (For Entire Project Stretch) As on :23-Aug-2021,25.03.2022-25.03.2023,NA,1236 As on : 24-Sep-2021,NA As on : 24-Sep-2021,Surender Kumar Shukla,Anand Rai / 8130006618,35.00,55.00,1175.00,20.00,55.00,85.00,1900.00,30.00,120.00,180.00,3980.00,60.00,130.00,195.00,4340.00,65,185.00,280.00,6240.00,95.00,185.00,280.00,6240.00,95.00,230.00,340.00,7595.00,115.00
442,Madhya Pradesh,NH347 C,Mangaon Toll Plaza,Mengaon,Mengaon fee plaza at Km 47.800 of Khalghat to Sarwardewla Road section from Km 0.000 to Km. 81.600 of NH347C in the State of Madhya Pradesh,6770,21.9010125,75.6044531,ChIJG9-yJQCD2DsRYo0xWEEnHlw,True,6770,Mengaon fee plaza at Km 47.800 of Khalghat to Sarwardewla Road section from Km 0.000 to Km. 81.600 of NH347C in the State of Madhya Pradesh,81.600 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Mangaon Police Thana / 100,Sh. Sumesh Banzal. / 8130006193,PIU Indore,RO Bhopal,NA,/,Khargone,13-Dec-2022 (Sr No. - ),06-Mar-2024,NA,NA,0.10 (For Entire Project Stretch) As on :07-Mar-2024,NA,NA,6883 As on : 07-Mar-2024,NA As on : 07-Mar-2024,Surender Kumar Kaushik,Gaya Singh / 9140234279,65.00,95.00,2120.00,30.00,105.00,155.00,3425.00,50.00,215.00,325.00,7175.00,110.00,235.00,350.00,7825.00,115,335.00,505.00,11250.00,170.00,335.00,505.00,11250.00,170.00,410.00,615.00,13695.00,205.00
443,Madhya Pradesh,7,Mansar (Kamptee - Kanhan Bypass)/ Tekadi,Km 690.600,MP/Maharashtra Border - Nagpur Section,194,22.9734229,78.6568942,ChIJBepa04FzZjkRHhxwTg1rEOA,True,194,MP/Maharashtra Border -  Nagpur Section,58.539 Km(s),01-Apr-2025,31-Mar-2026,Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.350/- for FY 2025-26.,0,Km 692+850 on  LHS & RHS of NH-7 Near Amdi Village,Installation in progress,NA,"Crane-8390962266 ,390962233, Ambulance -8390962266, 8390962233, Route Patrol-8390962266, 8390962233",1033,Kanhan Police Station / 07102-236246,Sh.Chandrakant M Sinha / 8130006209,PIU Nagpur,RO Nagpur,Sh.  K. H. Waghamare,Sh.  P.N. Bargi / 9764446420,"1)Gondegaon Dispensary Gondegaon Rd Gondegaon, Maharashtra 441404 , 2)JN Hospital Kandri, Maharashtra , 3)Jaiswal Hospital Rajaji Ward Ramtek, Maharashtra 441106",22-May-2012 (Sr No. - 1153(E) & 2681(E)),11-Jul-2012,2008,1170.06,509.20 (For Entire Project Stretch) As on :31-Dec-2016,03.04.2010-02.04.2037,60000,17435 As on : 19-Sep-2016,26894 As on : 01-Oct-2019,M/s Oriental Nagpur Bye Pass Construction Pvt Ltd,Ravindra Vaidya / 8390907714,170.00,225.00,5655.00,NA,260.00,395.00,8740.00,NA,530.00,795.00,17695.00,NA,810.00,1215.00,26975.00,NA,810.00,1215.00,26975.00,NA,810.00,1215.00,26975.00,NA,1045.00,1565.00,34805.00,NA
444,Madhya Pradesh,39,Mauhari,at 147.705 Km,From Km 57.160 to 155.000,5777,24.5776967,80.6908133,ChIJt3BzyUGDgzkRRQhwOn_v_H0,True,5777,From Km 57.160 to 155.000,97.84 km Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-1033, Ambulance -10331033108, Route Patrol-1033",1033,NAgod police Station / 7673232224,Sh.Devendra Chapekar / 8130006189  8108843687,PIU Chhatarpur,RO Bhopal,Bhoopendra Shrivastava,Shivank Srivastava / 78978 80287,Govt. Hospital NAgod,17-Jun-2021 (Sr No. - S.O.2181),05-Aug-2021,Fee rules 2008,130.13,182310.00 (For Entire Project Stretch) As on :10-Sep-2021,1 Year,NA,2642 As on : 11-Aug-2021,NA As on : 12-Sep-2021,Ms Hule Constructions Pvt Ltd,Vikas Kumar / 8130006685,50.00,75.00,1680.00,25.00,80.00,120.00,2720.00,40.00,170.00,255.00,5695.00,85.00,185.00,280.00,6210.00,95,270.00,400.00,8930.00,135.00,270.00,400.00,8930.00,135.00,325.00,490.00,10870.00,165.00
445,Madhya Pradesh,NH 47,Methwada,Km 34.45,From KM 9.500 to 171.00,4600,22.6731635,75.54579989999999,ChIJuwCin7RTYjkR6FOzV_9Q1FI,False,4600,From KM 9.500 to 171.00,76.70 KM Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-9644408139, Ambulance -9644408139, Route Patrol-9644408139",108,Betma ThaNA / 7322260234,Sh. Sumesh Banzal / 8130006193,PIU Indore,RO Bhopal,Mr. Anil Kumar,Mr.Rajesh Pandey / 9669694588,Govt.Hospital Betma,22-Apr-2019 (Sr No. - S.O. 2168(E)),09-Nov-2018,Fee rules 2008,2372.48,123460590.00 (For Entire Project Stretch) As on :02-Aug-2019,25 years,NA,3236 As on : 02-Aug-2019,NA As on : 03-Aug-2019,IVRCL INDORE GUJRAT TOLLWAYS LTD.,M.Veera babu / 8130006635,170.00,250.00,5595.00,NA,260.00,395.00,8725.00,NA,535.00,805.00,17890.00,NA,825.00,1235.00,27420.00,NA,825.00,1235.00,27420.00,NA,825.00,1235.00,27420.00,NA,1045.00,1570.00,34895.00,NA
446,Madhya Pradesh,69,Milanpur,Km 14.700,Nagpur - saoner - Betul (Km 3.000 to Km 59.300 and Km 137.000 Km 257.401),417,21.8637989,77.9571339,ChIJy5bI273h1TsRycGx7NRsoVc,False,417,Nagpur - saoner - Betul (Km 3.000 to Km 59.300  and Km 137.000 Km 257.401),58.08 Km(s),01-Apr-2025,31-Mar-2026,NA,01 Nos,01 Nos,01 Nos,NA,"Crane-1033   9329190155, Ambulance -1033 6265125016, Route Patrol-1033  9329190155",1033,Betul Bazar / 07141-231022,Sh.Chandrakant M Sinha / 8130006209,PIU Nagpur,RO Nagpur,Sh.  R. K. Dahiya,Mr. Rajanish Kumar Singh / 918223087116,"1)Gov Hospital Betul Ph.:07141-234651, 2)Pooja Surgical and Fracture Hospital Gurudwara Rd Betul, Madhya Pradesh Ph.:094250 02156, 3)Shriji Gadekar Hospital National Highway 69 Betul, Madhya Pradesh 460001",25-Sep-2014 (Sr No. - 2519(E)),26-Mar-2015,2008 as amended,2498.76,22.01 (For Entire Project Stretch) As on :20-Oct-2024,20 Years,42000,14771 As on : 20-Oct-2024,7110 As on : 20-Oct-2024,Ms B.R. Goyal Infrastructure Ltd.,Mr.Shahib / 8130006709,110.00,160.00,3595.00,55.00,175.00,260.00,5810.00,85.00,365.00,550.00,1275.00,185.00,400.00,600.00,13285.00,200,575.00,860.00,19095.00,285.00,575.00,860.00,19095.00,285.00,695.00,1045.00,23245.00,350.00
447,Madhya Pradesh,7 (New 30),Mohtara,VillageMohtara TehsilSihora Distt. Jabalpur,Four laning of RewaKatniJabalpur section of NH7 (PackageIV),4614,23.4336862,80.08752779999999,ChIJEUk4Eh2hgTkRXfdWrGJaeww,False,4614,Four laning of RewaKatniJabalpur section of NH7 (PackageIV),68.259 Km Km(s),01-Apr-2025,31-Mar-2026,NA,0,1 No. at Ch. Km. 453000,OperatioNAl on Both side,NA,"Crane-9340273516   9755381090, Ambulance -8085410436  9300372258  9755778033, Route Patrol-8085410436   7489261073               7067659250",1033,Gosalpur Sihora / 7624263008,Sh. Amrit lal Sahu / 8130006186,PIU Jabalpur,RO Bhopal,Sh. Raju Ranjan,Mayank Kumar / 8758503004,Mandir Hospital,06-Nov-2019 (Sr No. - 3981 (E)),10-Nov-2019,Yes as per fee rules 2008,903.50,NA (For Entire Project Stretch) As on :10-Nov-2019,25.03.2022-25.03.2023,NA,12826 As on : 10-Nov-2019,NA As on : 10-Nov-2019,Ms A.Kconstruction Company,Shravan Mishra / 8130006672,130.00,195.00,4280.00,65.00,205.00,310.00,6915.00,105.00,435.00,650.00,14485.00,215.00,475.00,710.00,15805.00,235,680.00,1020.00,22720.00,340.00,680.00,1020.00,22720.00,340.00,830.00,1245.00,27660.00,415.00
448,Madhya Pradesh,NH46 (OLDNH3),Mudkheda,Km. 81.400,Four laning of GwaliorShivpuri section of NH3 from km 15.600 of NH75 (End of Gwalior bypass) to km 236.00 of NH3 in the state of Madhya Pradesh on BOT (Toll) on DBFOT Pattern under NHDP PhaseIV,4570,25.6814588,77.7290671,ChIJ-wvU0-XFcDkR9W1Kld1M07M,True,4570,Four laning of GwaliorShivpuri section of NH3 from km 15.600 of NH75 (End of Gwalior bypass) to km 236.00 of NH3 in the state of Madhya Pradesh on BOT (Toll) on  DBFOT Pattern under NHDP PhaseIV,41.870 Km(s),01-Apr-2025,31-Mar-2026,NA,At Ch 79.250(RHS),91.750(BHS),2,NA,"Crane-9098432118, Ambulance -9098432118, Route Patrol-9098432118",9098432118,Subhashpura police Station /,Sh. Uma Kant Meena / 8130006187,PIU Gwalior,RO Jabalpur,Satyaban Singh,Rakesh Sinha / 9835863562,District Hospital Shivpuri,22-May-2013 (Sr No. - S.O. 435(E)),01-Jan-2019,NA,1055.00,6.62 (For Entire Project Stretch) As on :31-Mar-2019,29,NA,421000 As on : 31-Mar-2019,NA As on : 04-Apr-2019,Ms Vanshika Construction,Vikas Baldua / 8094117666,120.00,180.00,4010.00,60.00,195.00,290.00,6475.00,95.00,405.00,610.00,13570.00,205.00,445.00,665.00,14800.00,220,640.00,955.00,21275.00,320.00,640.00,955.00,21275.00,320.00,775.00,1165.00,25900.00,390.00
449,Madhya Pradesh,27,Mundiyar,Km 525.725,Baran-Shivpuri-Jhansi,72,22.9734229,78.6568942,ChIJBepa04FzZjkRHhxwTg1rEOA,True,72,Baran-Shivpuri-Jhansi,67.492 Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km 1225.400,At Km 1217.725,NA,"Crane-8003892784, Ambulance -8239572665, Route Patrol-9119346522","1033, 100,101,108",Shahabad / 7460-262315,Sh. Uma Kant Meena / 8130006187,PIU Gwalior,RO Jabalpur,Representative,N.S.Barua / 9829021491,"1)Shahabad - 9309076706,        2)Sitabari hospital Sitabari road Kelwara,  07460-260127                                                  3)District hospital baran 2,                          Hospital Rd Baran, Rajasthan Ph.:07453 230 004",06-Jul-2011 (Sr No. - 1542(E)),26-Apr-2009,2008,NA,88.29 (For Entire Project Stretch) As on :31-Dec-2016,25.08.2011-24.08.2017,NA,3134 As on : 11-Jan-2017,2645 As on : 09-Feb-2016,Shiva Corporation Ind. Ltd,Rakesh Upadhyay / 9039310396,110.00,165.00,3665.00,55.00,180.00,265.00,5925.00,90.00,370.00,560.00,12410.00,185.00,405.00,610.00,13540.00,205,585.00,875.00,19465.00,290.00,585.00,875.00,19465.00,290.00,710.00,1065.00,23695.00,355.00
450,Madhya Pradesh,34,Mungwari,At Km. 180.260,Sagar Chhatarpur Road,5882,24.6440789,79.3360888,ChIJd-wa56J5eDkRPRrVftSVsNM,True,5882,Sagar Chhatarpur Road,42.84 Km Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,1,NA,"Crane-9082312618, Ambulance -9082312618, Route Patrol-9082312618",1033,Gulganj Police Station / 7689255451,Sh. Devendra Chapekar / 8130006189,PIU Chhatarpur,RO Bhopal,Mahender Godara,Mr. Kaluram / 6375411983,District Hospital ChhatarpurM.P. 471001Contact Number 07682248312,05-Jun-2019 (Sr No. - S.O. 1913(E)),24-Jul-2019,Fee rules 2008,170.00,191205850.00 (For Entire Project Stretch) As on :10-Apr-2022,NA,NA,2204051 As on : 10-Apr-2022,NA As on : 10-Apr-2022,Sanjay Satyanarayan Pandey,Mr. Ajay Shukla / 8130006670,40.00,60.00,1350.00,20.00,65.00,100.00,2180.00,35.00,135.00,205.00,4565.00,70.00,150.00,225.00,4980.00,75,215.00,320.00,7160.00,105.00,215.00,320.00,7160.00,105.00,260.00,390.00,8715.00,130.00
451,Madhya Pradesh,NE 4,Nayapura (Entry Exit ) Toll Plaza,Km 586.420 (Interchange MP04 Fee plaza ) on (Jaora Ujjain Road) Bhuteda village in Ratlam District),DelhiVadodaraMumbai Expressway Greenfield Alignment (NE4) from (Km. 452.420 to Km 696.920) (Length 244.500 Km) in the state of Madhya Pradesh. Pkg17 to 25,6722,23.19609,75.7731228,ChIJR0ATcyV0YzkRLvcs9QutpOI,True,6722,DelhiVadodaraMumbai Expressway  Greenfield Alignment (NE4) from (Km. 452.420 to Km 696.920) (Length 244.500 Km) in the state of Madhya Pradesh. Pkg17 to 25,Tollable Km(s),01-Apr-2025,31-Mar-2026,NA,Pkg21 at Km 588.720,Pkg21 at Km 588.720,Km 600.020,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Namli Police Station / 07412269233,Sh.Sandeep Patidar / 8130006194,PIU Ratlam,RO Bhopal,Rahis khan,GR Infra /,Civil Hospital Jaora District Ratlam (MP)Contact no. 9926748225,27-Jul-2023 (Sr No. - 3411(E)),20-Sep-2023,NA,11885.24,NA (For Entire Project Stretch) As on :20-Sep-2023,NA,16,NA As on : 20-Sep-2023,NA As on : 20-Sep-2023,Welcome Infra,Mr.Dilip Singh / 8130006641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Madhya Pradesh,NE 4,Neemthur (Entry Exit )Toll Plaza,Km 464.220 (Interchange MP01 Fee plaza ) on (Bhanpura Jhalawar Road Neemthur village in Mandsaur District),DelhiVadodaraMumbai Expressway Greenfield Alignment (NE.4) from (Km. 452.420 to Km 696.920) (Length 244.500 Km) in the state of Madhya Pradesh. Pkg.17 to 25,6717,24.5421896,75.7923778,ChIJDTHO3IsLZTkRMLmRJKKhSFw,True,6717,DelhiVadodaraMumbai Expressway  Greenfield Alignment (NE.4) from (Km. 452.420 to Km 696.920) (Length 244.500 Km) in the state of Madhya Pradesh. Pkg.17 to 25,Tollable Km(s),01-Apr-2025,31-Mar-2026,NA,Pkg18 at Km 487.420,Pkg18 at Km 487.420,km 464.220,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Bhanpura Police Station / 07427236600,Sh.Sandeep Patidar / 8130006194,PIU Ratlam,RO Bhopal,Shridhar G,Lalta Prasad / 8923988915,Civil Hospital Bhanpura District Mandsaur (MP)Contact no. 9425976170,27-Jul-2023 (Sr No. - 3411(E)),20-Sep-2023,NA,11885.24,0.19 (For Entire Project Stretch) As on :20-Sep-2023,NA,16,NA As on : 20-Sep-2023,NA As on : 20-Sep-2023,Riddhi Siddhi Associates,Mahendra Singh / 8130006637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Madhya Pradesh,NH 752B,Newli,At Km. 51.100,Biaora Maksudangarh Sironj,5893,24.0756132,77.3758644,ChIJ39SqFkyjezkRUFnxg1iLALM,True,5893,Biaora Maksudangarh Sironj,78.832 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-9691010646, Ambulance -9926281621, Route Patrol-9399322719",1033,Police Station Lateri / 075642 34527,Sh. Siddhant Singhai / 8130007631,PIU Vidisha,RO Bhopal,NA,Sh. Shaukat Mirja / 9451706094,Govt. Hospital Lateri,05-Jan-2022 (Sr No. - S.O. 7(E)),19-Mar-2022,Fee rules 2008,533.61,1.65 (For Entire Project Stretch) As on :20-Jan-2025,1 YEAR,NA,1530 As on : 20-Jan-2025,NA As on : 20-Dec-2025,Ms Ganeshgarhia Construction Pvt Ltd,Mahendar Sing / 7976797592,90.00,135.00,2960.00,45.00,145.00,215.00,4785.00,70.00,300.00,450.00,10020.00,150.00,330.00,490.00,10930.00,165.00,470.00,705.00,15715.00,235.00,470.00,705.00,15715.00,235.00,575.00,860.00,19130.00,285.00
454,Madhya Pradesh,552 G,Nipaniya Toll Plaza,10.200,UjjainJhalawar,6755,24.1802124,79.2310172,ChIJuW5PdgCZeDkRES0Iju_chVo,True,6755,UjjainJhalawar,133.575 Km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,2 Nos.,NA,"Crane-1.06526798300, Ambulance -1.05890197505, Route Patrol-1.07791888290",1033,Police Station Ghattiya / 07342265233,M.L. Purbia / 8130006195,PIU Ujjain,RO Bhopal,Sanjeev Choudhary,Sushil Shrivastava / 8319236505,RD Gardi Medical Hospital SurasaUjjain 07368261235,21-Apr-2023 (Sr No. - ),01-Mar-2024,NA,498.47,NA (For Entire Project Stretch) As on :01-Mar-2023,7,NA,NA As on : 01-Mar-2023,NA As on : 01-Mar-2023,Devenddra Kumar,Sanjeev Choudhary (Skylark infra Eng. Pvt. Ltd.) / 9009716406,80.00,120.00,2705.00,40.00,130.00,195.00,4370.00,65.00,275.00,410.00,9160.00,135.00,300.00,450.00,9990.00,150,430.00,645.00,14360.00,215.00,430.00,645.00,14360.00,215.00,525.00,785.00,17485.00,260.00
455,Madhya Pradesh,New NH 30 (Old NH 7),Odhaki Paipkhar,At chainage design Km 262.100 (existing km 262.000) of NH7 (New NH30) near village Odhaki Paipkhar near town Amarpatan in Satna district of Madhya Pradesh.,Rewa to Maihar,4615,24.4048889,81.0789305,ChIJ70XBaz9phDkRepPzDRaHD4E,True,4615,Rewa to Maihar,55.134 km Km(s),01-Apr-2025,31-Mar-2026,NA,1,2,2,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Amarpatan Police Station / 7675272235,Sh. Anand Prasad / 8130006191  7979806103,PIU Katni,RO Bhopal,Sh. Rajesh Kumar Nema,VRSIIS Pvt. Ltd / 7803899657,Amarpatan Govt .Hospital,20-Oct-2019 (Sr No. - 3748 (E)),02-Nov-2019,NA,816.38,1151000.00 (For Entire Project Stretch) As on :02-Nov-2019,0.25 yrs,16,12882 As on : 10-Jul-2019,12882 As on : 10-Jul-2019,M/s Vanshika Construction,Mr.Shailendra Sahu / 9424612664,120.00,180.00,3935.00,60.00,190.00,285.00,6375.00,95.00,400.00,600.00,13355.00,200.00,435.00,655.00,14570.00,220.00,630.00,940.00,20945.00,315.00,630.00,940.00,20945.00,315.00,765.00,1145.00,25495.00,380.00
